NO ,NO. PENAWARAN ,DATE,MARKERTING ,CUSTOMER NAME,REMARK (KAROSERI),HARGA ,HARGA (NEW),EXC / INC ,PROGRESS,QUANTITY,SATUAN,KETERANGAN,TOTAL
1895,91/QUO/STM/IX/25,11-Sep-25,IRWAN ,PT. INDOMOBIL PRIMA NIAGA - BSD,BODY DUMP TRUCK KNOCKDOWN HINO FG 260 JJ UK. P. 4.930 X L. 2.340X  T. 850 + 400," 125,000,000 ","125,000,000", INC ,,,,TIDAK JADI OC,0
1896,94/QUO/STM/IX/25,11-Sep-25,IRWAN ,PT. INDOMOBIL PRIMA NIAGA - BSD,BODY DUMP TRUCK KNOCK DOWN HINO FM 280 JD UK. P. 5.930 X L. 2.340 X T. 1.000 + 700," 166,000,000 ","166,000,000", INC ,,,,TIDAK JADI OC,0
1897,126/QUO/STM/IX/25,15-Sep-25,IRWAN ,PT. GOWA KENCANA MOTOR,BODY DUMP TRUCK HINO FM 280 JD UK. P. 5.930 X L. 2.340 X T. 1.000 + 1000 ," 190,000,000 ","190,000,000", INC ,35/MKT/IX/25 (8 UNIT),8,UNIT,JADI OC,"1,520,000,000"
1898,144/QUO/STM/IX/25,17-Sep-25,IRWAN ,PT. DIPO - SERANG QQ PT. PAMUNGKAS,BODY DUMP TRUCK MITSUBISHI FE 84 SHDX UK. P. 3.880 X L. 1.975 X T. 700 + 700," 60,000,000 ","60,000,000", INC ,41/MKT/IX/25 (2 UNIT),2,UNIT,JADI OC,"120,000,000"
1899,149/QUO/STM/IX/25,17-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,SKYLIFT / AWP 9 METER ISUZU TRAGA, 325.000.000 EXCLD ,"325,000,000", EXC ,,,,TIDAK JADI OC,0
1900,150/QUO/STM/IX/25,17-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,TOWING CAR / MOBIL GENDONG HYDRAULIC HINO DUTRO 136 HDL UK. P. 5.500 X L. 2.055, 295.000.000 EXCLD ,"295,000,000", EXC ,,,,TIDAK JADI OC,0
1901,150/QUO/STM/IX/25 B,17-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,LOW BED TRAILLER KAP. 50 TON UK. P. 12.000 X L. 3.200," 738,000,000 ","738,000,000", INC ,,,,TIDAK JADI OC,0
1902,151/QUO/STM/IX/25,17-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,SELF LOADER + CRANE XCMG GSQZ400 WITH HYDRAULIC JACK HINO FM 280 JW UK. P. 7.750 X L. 2.500," 1,625,000,000 ","1,625,000,000", INC ,,,,TIDAK JADI OC,0
1903,160/QUO/STM/IX/25,17-Sep-25,IRWAN ,PT. ICHIKO AGRO LESTARI,BODY DUMP TRUCK HINO FG 260 JJ UK. P. 4.930 X L. 2.340 X T. 850, 103.000.000 EXCLUDE ,"103,000,000", EXC ,,,,TIDAK JADI OC,0
1904,160/QUO/STM/IX/25,17-Sep-25,IRWAN ,PT. ICHIKO AGRO LESTARI,BODY DUMP TRUCK HINO FG 260 JJ UK. P. 4.930 X L. 2.340 X T. 850 + 250, 110.000.000 EXCLUDE ,"110,000,000", EXC ,,,,TIDAK JADI OC,0
1905,167/QUO/STM/IX/25,18-Sep-25,IRWAN ,PT. HARTONO RAYA MOTOR ,BODY DUMP TRUCK MERCY AXOR 2528 CH/CX UK. P. 6.000 X L. 2.340 X T. 1.700," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
1906,171/QUO/STM/IX/25,19-Sep-25,IRWAN ,PT. EUROTRUCK TRANSINDO ,PINDAH BODY WATER SPRAYER TANK KAP. 18.000 L DARI CHASSIS MERCY AXOR 2528 CX KE CH," 15,000,000 ","15,000,000", INC ,62/MKT/IX/25 (1 UNIT),1,UNIT,JADI OC,"15,000,000"
1907,182/QUO/STM/IX/25,22-Sep-25,IRWAN ,PT. DIPO - BALARAJA,AMBULANCE + ISIAN MITSUBISHI STRADA TRITON HDX SC 4X4 M/T, 165.000.000 EXCLUDE ,"165,000,000", EXC ,,,,TIDAK JADI OC,0
1908,194/QUO/STM/IX/25,23-Sep-25,IRWAN ,PT. ALUN INDAH,LOW BED TRAILLER KAP. 100 TON UK. P. 10.000 X L. 4.700," 1,450,000,000 ","1,450,000,000", INC ,,,,TIDAK JADI OC,0
1909,210/QUO/STM/IX/25,24-Sep-25,IRWAN ,PT. WINZONE MACHINERY INDONESIA,FLAT BED TRAILLER UK. P. 6.000 X L. 2.000," 72,150,000 ","72,150,000", INC ,66/MKT/IX/25 (3 UNIT),3,UNIT,JADI OC,"216,450,000"
1910,215/QUO/STM/IX/25,25-Sep-25,IRWAN ,PT. HUDAYA MAJU MANDIRI,WATER SPAYER KAP. 20.000 LITER ( SYSTEM HYDRAULICK ) HINO FM 280 JD ," 402,500,000 ","402,500,000", INC ,,,,TIDAK JADI OC,0
1911,215/QUO/STM/IX/25,25-Sep-25,IRWAN ,PT. HUDAYA MAJU MANDIRI,WATER SPAYER KAP. 20.000 LITER ( SYSTEM HYDRAULICK ) HINO FM 280 JD ," 402,500,000 ","402,500,000", INC ,,,,TIDAK JADI OC,0
1912,215/QUO/STM/IX/25,25-Sep-25,IRWAN ,PT. HUDAYA MAJU MANDIRI,OPTIONAL," 40,000,000 ","40,000,000", INC ,,,,TIDAK JADI OC,0
1913,217/QUO/STM/IX/25,25-Sep-25,IRWAN ,PT. HUDAYA MAJU MANDIRI,BODY DUMP TRUCK HINO FM 280 JD UK. DALAM P. 6.500 X L. 2.400 X T. 1.900," 193,000,000 ","193,000,000", INC ,,,,TIDAK JADI OC,0
1914,221/QUO/STM/IX/25,25-Sep-25,IRWAN ,PT. VKTR TEKNOLOGI MOBILITAS TBK,PENAMBAHAN GANTUNGAN BAN UNIT WINGBOX," 4,500,000 ","4,500,000", INC ,,,,TIDAK JADI OC,0
1915,222/QUO/STM/IX/25,25-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,BOX ALUMUNIUM + CANOPI MITSUBISHI FE 71 L UK. LUAR P. 4.700 X L. 1.820 X T. 2.050," 64,380,000 ","64,380,000", INC ,,,,TIDAK JADI OC,0
1916,222/QUO/STM/IX/25,25-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,BOX ALUMUNIUM + CANOPI MITSUBISHI FE 74 LN UK. LUAR 5.700 X L. 2.000 X T. 2.200," 77,700,000 ","77,700,000", INC ,,,,TIDAK JADI OC,0
1917,222/QUO/STM/IX/25,25-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,SELF LOADER WITH HYDRAULIC JACK HOWO NX-350CG UK. P. 9.200 X L. 2.500 WINCH 10 T," 310,800,000 ","310,800,000", INC ,,,,TIDAK JADI OC,0
1918,222/QUO/STM/IX/25,25-Sep-25,IRWAN ,CUSTOMER BAPAK IRWAN,SELF LOADER WITH HYDRAULIC JACK HOWO NX-350CG UK. P. 9.200 X L. 2.500 WINCH 20 T," 321,800,000 ","321,800,000", INC ,,,,TIDAK JADI OC,0
1919,225/QUO/STM/IX/25,25-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,BOX ALUMUNIUM + CANOPY HINO DUTRO 115 HD UK. P. 4.250 X L. 2.045 X T. 2.000, 60.000.000 EXCLUDE ,"60,000,000", EXC ,,,,TIDAK JADI OC,0
1920,229/QUO/STM/IX/25,26-Sep-25,IRWAN,PT. INDOMOBIL PRIMA NIAGA,BODY DUMP TRUCK HINO FM 280 JD UK. P. 6.000 X L. 2.350 X T. 1.600," 135,000,000 ","135,000,000", INC ,,,,TIDAK JADI OC,0
1921,235/QUO/STM/IX/25,25-Sep-25,IRWAN,PT. BERLIAN MAJU MOTOR,BODY DUMP TRUCK MITSUBISHI FN 62 HD R UK. P. 6.500 X L. 2.400 X T. 1.900," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
1922,235/QUO/STM/IX/25,25-Sep-25,IRWAN,PT. BERLIAN MAJU MOTOR,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 235,000,000 ","235,000,000", INC ,,,,TIDAK JADI OC,0
1923,10/QUO/STM/IX/25,02-Sep-25,HENDY,CUSTOMER BAPAK HENDY,FUEL TANK KAP. 10.000 LITER SYSTEM DISPENSING MANUAL HINO FG 260 JJ," 166,500,000 ","166,500,000", INC ,,,,TIDAK JADI OC,0
1924,53/QUO/STM/IX/25,08-Sep-25,HENDY,PT. ISUINDOMAS PUTRA MEDAN,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 290,000,000 ","290,000,000", INC ,,,,TIDAK JADI OC,0
1925,54/QUO/STM/IX/25,08-Sep-25,HENDY,PT. ASTRA ISUZU - SUNTER ,DUMP TRUCK ISUZU FVR 34 L D UK. P. 4.930 X L. 2.340 X T. 850," 120,000,000 ","120,000,000", INC ,,,,TIDAK JADI OC,0
1926,55/QUO/STM/IX/25,08-Sep-25,HENDY,PT. KEBAYORAN JAYA INDAH UTAMA,BODY MIXER 3 M3 HINO DUTRO 136 HD MX," 175,000,000 ","175,000,000", INC ,,,,TIDAK JADI OC,0
1927,55/QUO/STM/IX/25,08-Sep-25,HENDY,PT. KEBAYORAN JAYA INDAH UTAMA,BODY MIXER 7 M3 HINO 280 JM," 265,000,000 ","265,000,000", INC ,,,,TIDAK JADI OC,0
1928,58/QUO/STM/IX/25,10-Sep-25,HENDY,"PT. ASTRA INTERNATIONAL, TBK - UD TRUCK JAKARTA",ONLY TANGKI SOLAR KAP. 500 LITER UK. P. 1.400 DIA 690 T. 2," 14,500,000 ","14,500,000", INC ,JADI OC (10 UNIT),10,UNIT,JADI OC,"145,000,000"
1929,72/QUO/STM/IX/25,10-Sep-25,HENDY,PT. KARYA BETON SUDHIRA,SPARE PART MIXER POMPA 90," 39,000,000 ","39,000,000", INC ,JADI OC (1 SET),1,SET,JADI OC,"39,000,000"
1930,73/QUO/STM/IX/25,10-Sep-25,HENDY,PT. ASTRA INTERNATIONAL UD TRUCK - BEKASI,BAK BESI 9 WAY QUESTER CDE 250 WB61 UK. P. 9.550 X L. 2.500 X T. 1.000," 118,000,000 ","118,000,000", INC ,,,,TIDAK JADI OC,0
1931,74/QUO/STM/IX/25,10-Sep-25,HENDY,PT. ASTRA INTERNATIONAL UD TRUCK - BEKASI,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 310,000,000 ","310,000,000", INC ,,,,TIDAK JADI OC,0
1932,85/QUO/STM/IX/25,11-Sep-25,HENDY,PT. KARYA BETON SUDHIRA,SPARE PART MIXER MOTOR 71," 27,000,000 ","27,000,000", INC ,JADI OC (1 SET),1,SET,JADI OC,"27,000,000"
1933,90/QUO/STM/IX/25,11-Sep-25,HENDY,PT. GAYA MAKMUR MOBIL,FLAT BED FAW FD 290 CG UK. P. 9.700 X L. 2.500," 97,000,000 ","97,000,000", INC ,,,,TIDAK JADI OC,0
1934,90/QUO/STM/IX/25,,HENDY,PT. GAYA MAKMUR MOBIL,BAK BESI 7 WAY FAW FD 290 CG UK. P. 9.700 X L. 2.500 X T. 1.000," 108,000,000 ","108,000,000", INC ,,,,TIDAK JADI OC,0
1935,95/QUO/STM/IX/25,11-Sep-25,HENDY,PT. BAHANA KREASI MANDIRI,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 295,000,000 ","295,000,000", INC ,,,,TIDAK JADI OC,0
1936,96/QUO/STM/IX/25,12-Sep-25,HENDY,PT. BANGUN ERA SUKSES,FLAT BED HINO FM 280 JW UK. P. 9.700 X L. 2.500," 92,000,000 ","92,000,000", INC ,JADI OC (1 UNIT),1,UNIT,JADI OC,"92,000,000"
1937,99/QUO/STM/IX/25,12-Sep-25,HENDY,PT. KEBAYORAN JAYA INDAH UTAMA - BEKASI,BODY MIXER 8 M3 ISUZU FVZ 34 L HP MX ," 275,000,000 ","275,000,000", INC ,,,,TIDAK JADI OC,0
1938,113/QUO/STM/IX/25,12-Sep-25,HENDY,PT. ARMINDO PERKASA,WATER SPRAYER KAP. 16.000 LITER SYSTEM HYDRAULIC HINO FM 280 JD," 345,000,000 ","345,000,000", INC ,,,,TIDAK JADI OC,0
1939,114/QUO/STM/IX/25,13-Sep-25,HENDY,PT. PRABU PENDAWA MOTOR - BOGOR,MANHAULER - AC 19+3 SEAT MITSUBISHI FE 75 SHDX ," 400,000,000 ","400,000,000", INC ,,,,TIDAK JADI OC,0
1940,119/QUO/STM/IX/25,15-Sep-25,HENDY,PT. MITRA READYMIX INDONESIA,BODY MIXER 3 M3 HINO DUTRO 136 HDMX ," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
1941,121/QUO/STM/IX/25,15-Sep-25,HENDY,PT. BANGUN ERA SUKSES,FLATBED MITSUBISHI FE 74 L UK. P. 6.030 X L. 2.000, 45.000.000 EXCLUDE ,"45,000,000", EXC ,JADI OC (1 UNIT),1,UNIT,JADI OC,"45,000,000"
1942,129/QUO/STM/IX/25,15-Sep-25,HENDY,PT. ARMINDO PERKASA - CIAWI,FUEL TANK KAP. 16.000 LITER ( SYSTEM HYDRAULIC ) HINO FM 280 JD ," 585,000,000 ","585,000,000", INC ,,,,TIDAK JADI OC,0
1943,152/QUO/STM/IX/25,17-Sep-25,HENDY,PT. SUNARDI MJR,BODY MIXER 3 M3 ISUZU NMR 81 HD 6.5," 250,000,000 ","250,000,000", INC ,,,,TIDAK JADI OC,0
1944,161/QUO/STM/IX/25,18-Sep-25,HENDY,PT. SUNARDI MJR,BODY MIXER KAP. 4 M3 ISUZU NMR 81 HD 6.5 ," 260,000,000 ","260,000,000", INC ,,,,TIDAK JADI OC,0
1945,165/QUO/STM/IX/25,19-Sep-25,HENDY,PT. PRABU PENDAWA MOTOR - BOGOR,DUMP TRUCK KNOCK DOWN MITSUBISHI FE 74 HD N / FE 75 SHDX UK. DALAM P. 3.880 X L. 1.840 X T. 700 + 700," 57,000,000 ","57,000,000", INC ,,,,TIDAK JADI OC,0
1946,183/QUO/STM/IX/25,22-Sep-25,HENDY,PT. ISUINDOMAS PUTRA PEKANBARU,BODY DUMP TRUCK ISUZU NMR 81 HD 6.5 UK. DALAM P. 4.200 X L. 2.000 X T. 1.650," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
1947,187/QUO/STM/IX/25,22-Sep-25,HENDY,PT. BERKAT MARITIM ABADI,MANHAULER 39+ 3 SEAT HINO FM 280 JD , 550.000.000 EXCLUDE ,"550,000,000", EXC ,,,,TIDAK JADI OC,0
1948,188/QUO/STM/IX/25,22-Sep-25,HENDY ,PT. SUGIH MAKMUR BERKAH ABADI,WINGBOX DONGFENG DFH1250B UK. P. 9.700 X L. 2.500 X T. 2.750 ," 150,000,000 ","150,000,000", INC ,,,,TIDAK JADI OC,0
1949,193/QUO/STM/IX/25,23-Sep-25,HENDY ,CUSTOMER BAPAK HENDY,SELF LOADER WITH HYDRAULIC JACK HINO FM 280 JW UK. P. 9.200 X L. 2.500 WINCH KAP. 10 TON," 310,800,000 ","310,800,000", INC ,,,,TIDAK JADI OC,0
1950,193/QUO/STM/IX/25,23-Sep-25,HENDY ,CUSTOMER BAPAK HENDY,SELF LOADER WITH HYDRAULIC JACK HINO FM 280 JW UK. P. 9.200 X L. 2.500 WINCH KAP. 20 TON," 321,800,000 ","321,800,000", INC ,,,,TIDAK JADI OC,0
1951,196/QUO/STM/IX/25,23-Sep-25,HENDY,PT. PENTA TRANS LOGISTIK ,TRAILLER 20 FEET 2 AXLE ( FLAT DECK ) UK. P. 7.250 X L. 2.500," 200,000,000 ","200,000,000", INC ,,,,TIDAK JADI OC,0
1952,209/QUO/STM/IX/25,24-Sep-25,HENDY ,PT. PRABU PENDAWA MOTOR - BOGOR,BAK BESI 5 WAY MITSUBISHI FE 74 L N UK. P. 5.650 X L. 2.000X  T. 700," 44,000,000 ","44,000,000", INC ,,,,TIDAK JADI OC,0
1953,218/QUO/STM/IX/25,25-Sep-25,HENDY,PT. ADINDA TRAN KARGO - SEMARANG,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 285,000,000 ","285,000,000", INC ,,,,TIDAK JADI OC,0
1954,218/QUO/STM/IX/25,25-Sep-25,HENDY,PT. ADINDA TRAN KARGO - SEMARANG,TRAILLER 20 FEET 2 AXLE - FLAT DECK UK. P. 7.250 X L. 2.500," 200,000,000 ","200,000,000", INC ,,,,TIDAK JADI OC,0
1955,219/QUO/STM/IX/25,25-Sep-25,HENDY,PT. ARTHA INTERNATIONAL PRIMA OTOMOTIF ( AIPO ),DUMP TRUCK KNOCKDOWN MITSUBISHI FE 74 HD N / FE 75 SHDX UK. DALAM P. 3.880 X L. 1.840 X T. 700 + 700," 57,000,000 ","57,000,000", INC ,,,,TIDAK JADI OC,0
1956,219/QUO/STM/IX/25,25-Sep-25,HENDY,PT. ARTHA INTERNATIONAL PRIMA OTOMOTIF ( AIPO ),DUMP TRUCK KNOCKDOWN MITSUBISHI FN 62 F HD /FN 62 F HDR UK. DALAM P. 5.930 X L. 2.340 X T. 1.000 + 1.000," 160,000,000 ","160,000,000", INC ,,,,TIDAK JADI OC,0
1957,223/QUO/STM/IX/25,25-Sep-25,HENDY,PT. ISUINDOMAS PUTRA BATAM,TANGKI HI-BLOW KAP. 17.000 LITER ISUZU FVZ 34 U HP," 299,700,000 ","299,700,000", INC ,,,,TIDAK JADI OC,0
1958,236/QUO/STM/IX/25,26-Sep-25,HENDY,BAPAK SAMUEL QQ PT. MITRA READYMIX INDONESIA,BODY MIXER 3 M3 HINO DUTRO 136 HDMX," 250,000,000 ","250,000,000", INC ,,,,TIDAK JADI OC,0
1959,42/QUO/STM/IX/25,04-Sep-25,RATNASARI,CUSTOMER IBU RATNA SARI ,MOBIL PATROLI MITSUBISHI STRADA TRITON SINGLE CABIN UK. P. 2.380 X L. 1.550 X T. 1.450,,0,  ,,,,TIDAK JADI OC,0
1960,45/QUO/STM/IX/25,06-Sep-25,RATNASARI,PT. HUTAN SAWIT LESTARI ,SPARE PART MEDIUM BUS KACA + KARET KACA ,,0,  ,,,,TIDAK JADI OC,0
1961,77/QUO/STM/IX/25,10-Sep-25,RATNASARI,CUSTOMER IBU RATNASARI ,TYRE TRUCK + CRANE MANUAL MITSUBISHI FE 74 HD UK. P. 3.750 X L. 2.070 X T. 600,,0,  ,,,,TIDAK JADI OC,0
1962,77/QUO/STM/IX/25,10-Sep-25,RATNASARI,CUSTOMER IBU RATNASARI ,TYRE TRUCK + TAIL GATE MITSUBISHI FE 74 HD UK. P. 4.250 X L. 2.070 X T. 600,,0,  ,,,,TIDAK JADI OC,0
1963,02/QUO/STM/IX/25,02-Sep-25,WALTHERUS,PT. PATRACO MOTOR,ARM ROLL 3 TON HINO DUTRO 136 HDX ,,0,  ,,,,TIDAK JADI OC,0
1964,02/QUO/STM/IX/25,02-Sep-25,WALTHERUS,PT. PATRACO MOTOR,CONTAINER TERTUTUP KAP. 7 M3 UK. P. 3.700 X L. 2.000 X T. 1.300,,0,  ,,,,TIDAK JADI OC,0
1965,16/QUO/STM/IX/25,02-Sep-25,WALTHERUS,CUSTOMER BAPAK WALTHERUS,BODY DUMP TRUCK HINO FLX 280 JW UK. P. 8.500 X L. 2.400 X T. 2.200,,0,  ,,,,TIDAK JADI OC,0
1966,23/QUO/STM/IX/25,03-Sep-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,ONLY CONTAINER TERBUKA KAP. 5 M3 DUTRO 136 HDX UK. P. 3.500 X L. 2.00 X T. 1.000,,0,  ,,,,TIDAK JADI OC,0
1967,62/QUO/STM/IX/25,09-Sep-25,WALTHERUS,PT. CITRAKARYA PRANATA ,BODY DUMP TRUCK MERCY AXOR 2528 CH UK. P. 5.700  X L. 2.400 X T. 1.450 + OPTIONAL,,0,  ,,,,TIDAK JADI OC,0
1968,64/QUO/STM/IX/25,09-Sep-25,WALTHERUS,PT. PATRACO MOTOR ,DUMP TRUCK HINO FG 235 JJ UK. DALAM 4.800 X L. 2.350X  T. 1.400,,0,  ,,,,TIDAK JADI OC,0
1969,67/QUO/STM/IX/25,09-Sep-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,DUMP TRUCK HINO FG 260 JJ UK. P. 4.930 X L. 2.340 X T. 1.700,,0,  ,,,,TIDAK JADI OC,0
1970,71/QUO/STM/IX/25,10-Sep-25,WALTHERUS,PT. PATRACO MOTOR,PENAMBAHAN SPEK MICROBUS FOOT STEP MODEL SWING ,,0,  ,,,,TIDAK JADI OC,0
1971,71/QUO/STM/IX/25,10-Sep-25,WALTHERUS,PT. PATRACO MOTOR,PENAMBAHAN SPEK MICROBUS LAMPU ROTARY,,0,  ,,,,TIDAK JADI OC,0
1972,93/QUO/STM/IX/25,11-Sep-25,WALTHERUS,CUSTOMER BAPAK WALTHERUS,BODY DUMP TRUCK ISUZU NMR 81 HD 6.5 UK. P. 3.550 X L. 1.800 X T. 1.000,,0,  ,,,,TIDAK JADI OC,0
1973,20/QUO/STM/IX/25,02-Sep-25,THRY,PT. SULAWESI BERLIAN MOTOR,ONLY ARM ROLL KAP. 6 TON ( SPEK IMPORT ) CHASSIS SMALL SATNDART," 85,000,000 ","85,000,000", INC ,10/MKT/IX/25 (1 UNIT) ,1,UNIT,JADI OC,"85,000,000"
1974,43/QUO/STM/IX/25,06-Sep-25,THRY,PT. SULAWESI BERLIAN MOTOR,SPARE PART TAIL GATE KAP. 1 TON ,,0,  ,,,,TIDAK JADI OC,0
1975,65/QUO/STM/IX/25,09-Sep-25,THRY,PT. SULAWESI BERLIAN MOTOR ,SPARE PART RODA CONTAINER ARM ROLL SAMPAH ,,0,  ,,,,TIDAK JADI OC,0
1976,42/QUO/STM/IX/25,04-Sep-25,RATNASARI,CUSTOMER IBU RATNA SARI ,MOBIL PATROLI MITSUBISHI STRADA TRITON SINGLE CABIN UK. P. 2.380 X L. 1.550 X T. 1.450,,0,  ,,,,TIDAK JADI OC,0
1977,45/QUO/STM/IX/25,06-Sep-25,RATNASARI,PT. HUTAN SAWIT LESTARI ,SPARE PART MEDIUM BUS KACA + KARET KACA ,,0,  ,,,,TIDAK JADI OC,0
1978,77/QUO/STM/IX/25,10-Sep-25,RATNASARI,CUSTOMER IBU RATNASARI ,TYRE TRUCK + CRANE MANUAL MITSUBISHI FE 74 HD UK. P. 3.750 X L. 2.070 X T. 600,,0,  ,,,,TIDAK JADI OC,0
1979,77/QUO/STM/IX/25,10-Sep-25,RATNASARI,CUSTOMER IBU RATNASARI ,TYRE TRUCK + TAIL GATE MITSUBISHI FE 74 HD UK. P. 4.250 X L. 2.070 X T. 600,,0,  ,,,,TIDAK JADI OC,0
1980,09/QUO/STM/IX/25,02-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,FLAT BED HINO FM 280 JD UK. P. 6.400 X L. 2.500," 63,000,000 ","63,000,000", INC ,,,,TIDAK JADI OC,0
1981,34/QUO/STM/IX/25,04-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,BODY MIXER 8 M3 ISUZU FVZ 34 L HP MX ," 249,200,000 ","249,200,000", INC ,,,,TIDAK JADI OC,0
1982,40/QUO/STM/IX/25,04-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,FLAT BED HINO FL 280 JW UK P. 9.750 X L. 2.500," 95,000,000 ","95,000,000", INC ,,,,TIDAK JADI OC,0
1983,52/QUO/STM/IX/25,08-Sep-25,TEDDY,PT. CITRA LESTARI MOBILINDO,FLAT BED HINO FL 260 JN UK. P. 6.750 X L. 2.500," 86,000,000 ","86,000,000", INC ,,,,TIDAK JADI OC,0
1984,70/QUO/STM/IX/25,09-Sep-25,TEDDY,PT. CITRA LESTARI MOBILINDO - KERTAPATI,BODY DUMP TRUCK HINO DUTRO 115 HD UK. P. 3.400 X L. 2.000 X T. 700," 80,000,000 ","80,000,000", INC ,,,,TIDAK JADI OC,0
1985,75/QUO/STM/IX/25,10-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,MOBIL GENDONG HYDRAULIC MITSUBISHI FE 84 G N UK. P. 5.250 X L. 2.135," 334,500,000 ","334,500,000", INC ,,,,TIDAK JADI OC,0
1986,128/QUO/STM/IX/25,15-Sep-25,TEDDY,PT. GIANT HILWA PANCA PERSADA,DUMP TRUCK KAP. 28 M3 ISUZU FVZ 34 N HP UK. P. 6.500 X L. 2.400 X T. 1.800," 158,000,000 ","158,000,000", INC ,,,,TIDAK JADI OC,0
1987,172/QUO/STM/IX/25,19-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,BODY DUMP TRUCK ISUZU NMR 81U-HAYIN46.5 UK. LUAR P. 4.200 X L. 2.000 X T. 1.650," 77,000,000 ","77,000,000", INC ,,,,TIDAK JADI OC,0
1988,206/QUO/STM/IX/25,24-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,BAK BESI 3 WAY MITSUBISHI FE 71 N UK. LUAR P. 2.975 X L. 1.750 X T. 500," 35,000,000 ","35,000,000", INC ,,,,TIDAK JADI OC,0
1989,211/QUO/STM/IX/25,24-Sep-25,TEDDY,PT. APPOLLO TEHNIK,FLAT BED HINO FG 260 JP UK. P. 7.550 X L. 2.500 TWIST LOCK 4 PCS," 75,500,000 ","75,500,000", INC ,,,,TIDAK JADI OC,0
1990,211/QUO/STM/IX/25,24-Sep-25,TEDDY,PT. APPOLLO TEHNIK,FLAT BED HINO FG 260 JP UK. P. 7.550 X L. 2.500 ," 70,000,000 ","70,000,000", INC ,,,,TIDAK JADI OC,0
1991,220/QUO/STM/IX/25,25-Sep-25,TEDDY,PT. APPOLLO TEHNIK,FLAT BED MITSUBISHI FIGHTER FM 65 FS HI UK. P. 5.345 X L. 2.500," 75,000,000 ","75,000,000", INC ,,,,TIDAK JADI OC,0
1992,232/QUO/STM/IX/25,26-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,TANGKI CPO KAP. 32.000 LITER ISUZU FVZ 34 U HP ," 170,950,000 ","170,950,000", INC ,,,,TIDAK JADI OC,0
1993,245/QUO/STM/IX/25,29-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY ,BAK BESI 7 WAY ISUZU FVR 34 P P. 6.610 X L. 2.500 X T. 970," 92,250,000 ","92,250,000", INC ,,,,TIDAK JADI OC,0
1994,247/QUO/STM/IX/25,29-Sep-25,TEDDY,BAPAK FANDI SAPUTRA,BODY DUMP TRUCK MITSUBISHI FE 74 HD N UK. P. 3.600 X L. 1.900 X T. 700 + 250 + 250," 60,000,000 ","60,000,000", INC ,OC.12.N.MKT.X.25 ( 1 UNIT ),1,UNIT,JADI OC,"60,000,000"
1995,251/QUO/STM/IX/25,30-Sep-25,TEDDY,CUSTOMER BAPAK TEDDY,TANGKI AIR STAINLESS KAP. 10.000 LITER HINO DUTRO 136 HDX," 160,000,000 ","160,000,000", INC ,,,,TIDAK JADI OC,0
1996,14/QUO/STM/IX/25,02-Sep-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN ,DUMP TRUCK HINO 700 ZY5041 (8X4) UK. P. 7.500 X L. 2.500 X T. 2.150," 350,000,000 ","350,000,000", INC ,,,,TIDAK JADI OC,0
1997,27/QUO/STM/IX/25,03-Sep-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,BOX BESI HINO DUTRO 136 MDL UK. P. 5.700 X L. 2.000 X T. 2.200," 58,000,000 ","58,000,000", INC ,,,,TIDAK JADI OC,0
1998,60/QUO/STM/IX/25,08-Sep-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,TANGKI AIR STAINLESS KAP. 5.000 LITER HINO DUTRO 136 HD X-POWER," 214,500,000 ","214,500,000", INC ,,,,TIDAK JADI OC,0
